기점_노선,시도,시군구,읍면동,구간거리_km,40FT_안전위탁운임_원,40FT_운수사업자간운임_원,40FT_안전운송운임_원,20FT_안전위탁운임_원,20FT_운수사업자간운임_원,20FT_안전운송운임_원
부산신항↔의왕ICD,서울특별시,영등포구,영등포동,448,654700,731200,817800,573600,644600,725400
부산신항↔의왕ICD,서울특별시,영등포구,여의동,433,636800,712700,798800,560900,631400,711700
부산신항↔의왕ICD,서울특별시,영등포구,당산1동,449,655000,731500,818000,574000,644900,725600
부산신항↔의왕ICD,서울특별시,영등포구,당산2동,445,651800,728300,814900,571500,642500,723200
부산신항↔의왕ICD,서울특별시,영등포구,도림동,445,650100,726300,812700,570600,641400,722000
부산신항↔의왕ICD,서울특별시,영등포구,문래동,448,654100,730500,817000,573300,644200,724900
부산신항↔의왕ICD,서울특별시,영등포구,양평1동,446,651700,728000,814500,571600,642400,723000
부산신항↔의왕ICD,서울특별시,영등포구,양평2동,449,655600,732100,818700,574300,645300,726100
부산신항↔의왕ICD,서울특별시,영등포구,신길1동,436,640100,716100,802300,563300,633900,714200
부산신항↔의왕ICD,서울특별시,영등포구,신길3동,436,639600,715500,801600,563100,633600,713800
부산신항↔의왕ICD,서울특별시,영등포구,신길4동,438,642500,718600,804800,565000,635700,716100
부산신항↔의왕ICD,서울특별시,영등포구,신길5동,433,636800,712700,798800,560900,631400,711700
부산신항↔의왕ICD,서울특별시,영등포구,신길6동,434,637600,713600,799700,561600,632100,712400
부산신항↔의왕ICD,서울특별시,영등포구,신길7동,435,639100,715100,801300,562600,633200,713500
부산신항↔의왕ICD,서울특별시,영등포구,대림1동,440,644300,720400,806600,566400,637100,717500
부산신항↔의왕ICD,서울특별시,영등포구,대림2동,436,640600,716700,802900,563600,634200,714600
부산신항↔의왕ICD,서울특별시,영등포구,대림3동,442,646800,722900,809200,568200,638900,719400
부산신항↔의왕ICD,서울특별시,동작구,노량진1동,434,636600,712300,798200,561100,631500,711600
부산신항↔의왕ICD,서울특별시,동작구,노량진2동,437,640400,716300,802400,563700,634200,714400
부산신항↔의왕ICD,서울특별시,동작구,상도1동,424,626300,701700,787200,553300,623300,703100
부산신항↔의왕ICD,서울특별시,동작구,상도2동,428,630500,706200,792000,556500,626800,706800
부산신항↔의왕ICD,서울특별시,동작구,상도3동,431,634900,710800,796900,559500,630000,710200
부산신항↔의왕ICD,서울특별시,동작구,상도4동,429,631400,707100,792900,557200,627500,707600
부산신항↔의왕ICD,서울특별시,동작구,흑석동,427,629600,705200,790900,555900,626100,706000
부산신항↔의왕ICD,서울특별시,동작구,사당1동,418,619300,694200,779200,547400,617000,696300
부산신항↔의왕ICD,서울특별시,동작구,사당2동,419,620200,695100,780200,548200,617900,697200
부산신항↔의왕ICD,서울특별시,동작구,사당3동,422,624000,699200,784600,551200,621100,700700
부산신항↔의왕ICD,서울특별시,동작구,사당4동,421,622000,697100,782400,549500,619300,698900
부산신항↔의왕ICD,서울특별시,동작구,사당5동,420,622200,697200,782400,549900,619700,699100
부산신항↔의왕ICD,서울특별시,동작구,대방동,437,641100,717100,803200,564000,634600,714900
부산신항↔의왕ICD,서울특별시,동작구,신대방1동,435,639700,715800,802000,562800,633500,713900
부산신항↔의왕ICD,서울특별시,동작구,신대방2동,431,634900,710800,796900,559500,630000,710200
부산신항↔의왕ICD,서울특별시,관악구,보라매동,424,626300,701700,787200,553300,623300,703100
부산신항↔의왕ICD,서울특별시,관악구,청림동,426,629800,705300,791000,555600,625800,705700
부산신항↔의왕ICD,서울특별시,관악구,성현동,427,630700,706300,792000,556400,626600,706600
부산신항↔의왕ICD,서울특별시,관악구,행운동,419,621300,696200,781300,549100,618800,698100
부산신항↔의왕ICD,서울특별시,관악구,낙성대동,419,621300,696200,781300,549100,618800,698100
부산신항↔의왕ICD,서울특별시,관악구,청룡동,425,627700,703200,788800,554300,624400,704200
부산신항↔의왕ICD,서울특별시,관악구,은천동,422,624500,699700,785000,552000,621900,701400
부산신항↔의왕ICD,서울특별시,관악구,중앙동,422,624300,699500,784900,551600,621500,701000
부산신항↔의왕ICD,서울특별시,관악구,인헌동,418,619300,694200,779200,547400,617000,696300
부산신항↔의왕ICD,서울특별시,관악구,남현동,417,617400,692200,777100,545500,615000,694200
부산신항↔의왕ICD,서울특별시,관악구,서원동,425,627700,703200,788800,554300,624400,704200
부산신항↔의왕ICD,서울특별시,관악구,신원동,427,630000,705600,791400,556100,626300,706300
부산신항↔의왕ICD,서울특별시,관악구,서림동,423,625400,700700,786200,552600,622500,702200
부산신항↔의왕ICD,서울특별시,관악구,신사동,429,631400,707100,792900,557200,627500,707600
부산신항↔의왕ICD,서울특별시,관악구,신림동,427,630000,705600,791400,556100,626300,706300
부산신항↔의왕ICD,서울특별시,관악구,난향동,419,617900,692900,778000,544900,614500,693900
부산신항↔의왕ICD,서울특별시,관악구,조원동,430,632800,708600,794500,558200,628600,708700
부산신항↔의왕ICD,서울특별시,관악구,대학동,422,624500,699700,785000,552000,621900,701400
부산신항↔의왕ICD,서울특별시,관악구,삼성동,427,629000,704600,790400,555500,625700,705700
부산신항↔의왕ICD,서울특별시,관악구,미성동,431,634300,710100,796100,559300,629700,709900
부산신항↔의왕ICD,서울특별시,관악구,난곡동,424,624800,700100,785600,551700,621700,701500
부산신항↔의왕ICD,서울특별시,서초구,서초1동,415,617600,692200,776900,546200,615600,694700
부산신항↔의왕ICD,서울특별시,서초구,서초2동,415,617800,692500,777200,546600,616000,695000
부산신항↔의왕ICD,서울특별시,서초구,서초3동,414,615600,690200,774800,544500,613800,692800
부산신항↔의왕ICD,서울특별시,서초구,서초4동,418,621300,696200,781100,549300,618900,698200
부산신항↔의왕ICD,서울특별시,서초구,잠원동,422,625000,700200,785500,552200,622100,701600
부산신항↔의왕ICD,서울특별시,서초구,반포본동,419,621300,696200,781300,549100,618800,698100
부산신항↔의왕ICD,서울특별시,서초구,반포1동,418,620800,695700,780700,549000,618600,697900
부산신항↔의왕ICD,서울특별시,서초구,반포2동,419,621700,696700,781800,549700,619400,698700
부산신항↔의왕ICD,서울특별시,서초구,반포3동,420,623200,698200,783400,550700,620500,699900
부산신항↔의왕ICD,서울특별시,서초구,반포4동,419,621500,696500,781600,549500,619200,698500
부산신항↔의왕ICD,서울특별시,서초구,방배본동,419,621300,696200,781300,549100,618800,698100
부산신항↔의왕ICD,서울특별시,서초구,방배1동,417,619500,694300,779200,547600,617200,696400
부산신항↔의왕ICD,서울특별시,서초구,방배2동,415,615600,690200,775000,544000,613400,692500
부산신항↔의왕ICD,서울특별시,서초구,방배3동,416,618500,693300,778100,546900,616400,695500
부산신항↔의왕ICD,서울특별시,서초구,방배4동,418,620600,695500,780500,548700,618300,697600
부산신항↔의왕ICD,서울특별시,서초구,양재1동,412,613800,688200,772700,543100,612300,691100
부산신항↔의왕ICD,서울특별시,서초구,양재2동,410,611800,686000,770300,541600,610600,689300
부산신항↔의왕ICD,서울특별시,서초구,내곡동,413,615900,690400,775000,545200,614500,693400
부산신항↔의왕ICD,서울특별시,강남구,신사동,424,628000,703300,788800,554200,624200,704000
부산신항↔의왕ICD,서울특별시,강남구,논현1동,420,623200,698200,783400,550700,620500,699900
부산신항↔의왕ICD,서울특별시,강남구,논현2동,425,628900,704300,789800,555000,625100,704900
부산신항↔의왕ICD,서울특별시,강남구,압구정동,427,631900,707500,793200,556900,627100,707100
부산신항↔의왕ICD,서울특별시,강남구,청담동,431,636600,712500,798600,560300,630800,711100
부산신항↔의왕ICD,서울특별시,강남구,삼성1동,422,626100,701300,786600,552800,622700,702200
부산신항↔의왕ICD,서울특별시,강남구,삼성2동,424,628000,703300,788800,554200,624200,704000
부산신항↔의왕ICD,서울특별시,강남구,대치1동,416,619500,694200,779000,547900,617300,696400
부산신항↔의왕ICD,서울특별시,강남구,대치2동,422,625500,700700,786000,552500,622400,701900
부산신항↔의왕ICD,서울특별시,강남구,대치4동,412,616200,690600,775000,545300,614500,693300
부산신항↔의왕ICD,서울특별시,강남구,역삼1동,417,619800,694600,779500,548300,617800,697000
부산신항↔의왕ICD,서울특별시,강남구,역삼2동,414,617500,692100,776700,546400,615700,694700
부산신항↔의왕ICD,서울특별시,강남구,도곡1동,414,617000,691600,776300,546200,615500,694500
부산신항↔의왕ICD,서울특별시,강남구,도곡2동,414,616900,691500,776200,545900,615200,694100
부산신항↔의왕ICD,서울특별시,강남구,개포1동,407,610300,684300,768400,540700,609500,687900
부산신항↔의왕ICD,서울특별시,강남구,개포2동,413,616600,691100,775600,545700,615000,693900
부산신항↔의왕ICD,서울특별시,강남구,개포3동,418,621300,696200,781100,549300,618900,698200
부산신항↔의왕ICD,서울특별시,강남구,개포4동,411,614100,688400,772700,543700,612800,691600
부산신항↔의왕ICD,서울특별시,강남구,세곡동,418,622900,697800,782800,550200,619800,699100
부산신항↔의왕ICD,서울특별시,강남구,일원본동,416,619500,694200,779000,547900,617300,696400
부산신항↔의왕ICD,서울특별시,강남구,일원1동,418,621300,696200,781100,549300,618900,698200
부산신항↔의왕ICD,서울특별시,강남구,수서동,412,616700,691100,775500,545600,614800,693600
부산신항↔의왕ICD,서울특별시,송파구,풍납1동,427,636400,712000,797700,559200,629400,709400
부산신항↔의왕ICD,서울특별시,송파구,풍납2동,422,631200,706400,791600,555300,625200,704700
부산신항↔의왕ICD,서울특별시,송파구,거여1동,417,624100,698900,783700,550600,620100,699200
부산신항↔의왕ICD,서울특별시,송파구,거여2동,416,622600,697300,782100,549600,619000,698100
부산신항↔의왕ICD,서울특별시,송파구,마천1동,420,628700,703700,788800,553600,623300,702600
부산신항↔의왕ICD,서울특별시,송파구,마천2동,420,628700,703700,788800,553600,623300,702600
부산신항↔의왕ICD,서울특별시,송파구,방이1동,417,623100,697900,782700,549900,619400,698600
부산신항↔의왕ICD,서울특별시,송파구,방이2동,418,624000,698900,783800,550700,620300,699500
부산신항↔의왕ICD,서울특별시,송파구,오륜동,420,628700,703700,788800,553600,623300,702600
부산신항↔의왕ICD,서울특별시,송파구,오금동,415,620700,695300,780000,548300,617600,696600
부산신항↔의왕ICD,서울특별시,송파구,송파1동,417,622600,697400,782200,549700,619200,698400
부산신항↔의왕ICD,서울특별시,송파구,송파2동,415,620100,694700,779400,547900,617300,696300
부산신항↔의왕ICD,서울특별시,송파구,석촌동,417,622600,697400,782200,549700,619200,698400
부산신항↔의왕ICD,서울특별시,송파구,삼전동,416,620500,695200,779900,548500,617900,697000
부산신항↔의왕ICD,서울특별시,송파구,가락본동,414,619700,694200,778800,547500,616800,695700
부산신항↔의왕ICD,서울특별시,송파구,가락1동,415,620100,694700,779400,547900,617300,696300
부산신항↔의왕ICD,서울특별시,송파구,가락2동,415,620700,695300,780000,548300,617600,696600
부산신항↔의왕ICD,서울특별시,송파구,문정1동,416,621600,696300,781100,548900,618300,697400
부산신항↔의왕ICD,서울특별시,송파구,문정2동,417,621400,696200,781100,549300,618800,698000
부산신항↔의왕ICD,서울특별시,송파구,장지동,418,624000,698900,783800,550700,620300,699500
부산신항↔의왕ICD,서울특별시,송파구,위례동,419,624900,699900,784900,551400,621000,700300
부산신항↔의왕ICD,서울특별시,송파구,잠실본동,414,619200,693700,778300,547300,616600,695500
부산신항↔의왕ICD,서울특별시,송파구,잠실2동,417,622000,696800,781600,549400,618900,698100
부산신항↔의왕ICD,서울특별시,송파구,잠실3동,422,626700,701900,787200,553000,622900,702400
부산신항↔의왕ICD,서울특별시,송파구,잠실4동,423,632600,707900,793200,556300,626200,705800
부산신항↔의왕ICD,서울특별시,송파구,잠실6동,418,624000,698900,783800,550700,620300,699500
부산신항↔의왕ICD,서울특별시,송파구,잠실7동,422,626100,701300,786600,552800,622700,702200
부산신항↔의왕ICD,서울특별시,강동구,강일동,425,641400,716800,802300,564100,634200,714000
부산신항↔의왕ICD,서울특별시,강동구,상일1동,422,638000,713200,798400,561400,631300,710700
부산신항↔의왕ICD,서울특별시,강동구,상일2동,421,632400,707500,792700,556500,626300,705700
부산신항↔의왕ICD,서울특별시,강동구,명일1동,426,636000,711500,797100,559000,629200,709000
부산신항↔의왕ICD,서울특별시,강동구,명일2동,421,630800,705900,791000,554700,624500,703900
부산신항↔의왕ICD,서울특별시,강동구,고덕1동,423,633100,708400,793700,556900,626800,706300
